,,,,radius,radius,silhouette,silhouette,ari,ari,tempo,tempo
,,,,mean,std,mean,std,mean,std,mean,std
dataset_name,algoritmo,metrica,eps,,,,,,,,
mvnorm_k4_ov0.50,intervalo,mahalanobis,0.1,0.9724644523955224,0.0,0.7040036321952126,0.0,0.8944618068453971,0.0,0.00064358000008718,2.5225899385604213e-05
mvnorm_k4_ov0.50,intervalo,mahalanobis,0.15,1.4718342752153128,0.0,0.7335630680485035,0.0,0.7110853990545652,0.0,0.0005720066666677866,3.2704618783715304e-05
mvnorm_k4_ov0.50,intervalo,mahalanobis,0.25,1.4718342752153128,0.0,0.7335630680485035,0.0,0.7110853990545652,0.0,0.0004866066667090867,4.580315749244082e-05
mvnorm_k4_ov0.50,intervalo,minkowski,0.01,4.986434414425364,0.0,0.7287254846951011,0.0,0.932471972152965,0.0,0.0008851866666493732,5.0880039130619264e-05
mvnorm_k4_ov0.50,intervalo,minkowski,0.05,4.986434414425364,0.0,0.7287254846951011,0.0,0.932471972152965,0.0,0.0007863466666094267,0.0001963981883986093
mvnorm_k4_ov0.50,intervalo,minkowski,0.1,6.435797078413327,0.0,0.7350374118044546,0.0,0.7132599329822882,0.0,0.0006359400000594867,3.695798396292301e-05
mvnorm_k4_ov0.50,intervalo,minkowski,0.15,6.435797078413327,0.0,0.7350374118044546,0.0,0.7132599329822882,0.0,0.0006454867333255666,0.0002787138759333214
mvnorm_k4_ov0.50,intervalo,minkowski,0.25,6.435797078413327,0.0,0.7350374118044546,0.0,0.7132599329822882,0.0,0.0005356399999982,0.00013353125263495673
mvnorm_k4_ov0.82,intervalo,euclidiana,0.01,4.303149290822146,0.0,0.6546620692530672,0.0,0.8996032284912258,0.0,0.0010925800000222466,0.0007861313141816381
mvnorm_k4_ov0.82,intervalo,euclidiana,0.05,4.732503591237185,0.0,0.5986864326184195,0.0,0.6603110934361273,0.0,0.0015023866667130401,0.0021751144360537583
mvnorm_k4_ov0.82,intervalo,euclidiana,0.1,4.303149290822146,0.0,0.628952885191433,0.0,0.6603110934361273,0.0,0.0006393933333128534,5.852902172297812e-05
mvnorm_k4_ov0.82,intervalo,euclidiana,0.15,4.303149290822146,0.0,0.6134875499551231,0.0,0.604839300767353,0.0,0.0005928333333030933,0.00010325065654949103
mvnorm_k4_ov0.82,intervalo,euclidiana,0.25,4.303149290822146,0.0,0.6134875499551231,0.0,0.604839300767353,0.0,0.00047910000005984,2.7700283659009183e-05
mvnorm_k4_ov0.82,intervalo,mahalanobis,0.01,1.3304128716218477,0.0,0.6369599287925073,0.0,0.6865044550579994,0.0,0.0008457799999632267,0.00010501735363315011
mvnorm_k4_ov0.82,intervalo,mahalanobis,0.05,1.3304128716218477,0.0,0.6369599287925073,0.0,0.6865044550579994,0.0,0.0007000199999916934,3.0951971980307224e-05
mvnorm_k4_ov0.82,intervalo,mahalanobis,0.1,1.3304128716218477,0.0,0.6369599287925073,0.0,0.6865044550579994,0.0,0.0006373600000490867,4.3650017193054e-05
mvnorm_k4_ov0.82,intervalo,mahalanobis,0.15,1.3304128716218477,0.0,0.6360303097466745,0.0,0.6612246048761483,0.0,0.0005950533332906533,4.7155000655907245e-05
mvnorm_k4_ov0.82,intervalo,mahalanobis,0.25,1.3304128716218477,0.0,0.6360303097466745,0.0,0.6612246048761483,0.0,0.0005160200000014933,0.00010777450141206999
mvnorm_k4_ov0.82,intervalo,minkowski,0.01,4.366148942586321,0.0,0.6673403336632155,0.0,0.9310490152169468,0.0,0.0009205399999397067,9.641214204891095e-05
mvnorm_k4_ov0.82,intervalo,minkowski,0.05,4.366148942586321,0.0,0.6440335519823535,0.0,0.8772343663319927,0.0,0.00075047999998782,0.00011165345750142528
mvnorm_k4_ov0.82,intervalo,minkowski,0.1,4.366148942586321,0.0,0.6440335519823535,0.0,0.8772343663319927,0.0,0.0006856733333430534,8.061702653299382e-05
mvnorm_k4_ov0.82,intervalo,minkowski,0.15,4.366148942586321,0.0,0.6440335519823535,0.0,0.8772343663319927,0.0,0.0005627933333016133,3.061069987216421e-05
mvnorm_k4_ov0.82,intervalo,minkowski,0.25,8.541524077197566,0.0,0.5257714941839435,0.0,0.4483267584068071,0.0,0.0004579199999170067,3.360327786687111e-05
mvnorm_k5_ov0.26,intervalo,euclidiana,0.01,2.858444123363003,0.0,0.6343504233577407,0.0,0.6762645579470496,0.0,0.0013092933333306133,0.0007242564881761828
mvnorm_k5_ov0.26,intervalo,euclidiana,0.05,2.858444123363003,0.0,0.722872865855923,0.0,0.7646307905629641,0.0,0.00092782666661146,4.743643066520139e-05
mvnorm_k5_ov0.26,intervalo,euclidiana,0.1,2.858444123363003,0.0,0.722872865855923,0.0,0.7646307905629641,0.0,0.00094254000002056,0.00040320212193729383
mvnorm_k5_ov0.26,intervalo,euclidiana,0.15,2.858444123363003,0.0,0.722872865855923,0.0,0.7646307905629641,0.0,0.0007732266666607334,0.0001720278568626428
mvnorm_k5_ov0.26,intervalo,euclidiana,0.25,4.457061491115189,0.0,0.7238139944356515,0.0,0.6141164348274085,0.0,0.0006610666666346799,0.0002086683686383408
mvnorm_k5_ov0.26,intervalo,mahalanobis,0.01,1.0342562017239207,0.0,0.5927294875320663,0.0,0.7058201209243136,0.0,0.0010906799999550265,7.114904082053777e-05
mvnorm_k5_ov0.26,intervalo,mahalanobis,0.05,1.0970124008071518,0.0,0.7241867948129701,0.0,0.7674192473588656,0.0,0.0010324600001088333,0.0004150649860396127
mvnorm_k5_ov0.26,intervalo,mahalanobis,0.1,1.0970124008071518,0.0,0.7241867948129701,0.0,0.7674192473588656,0.0,0.0008352200000444467,0.000170674063706905
mvnorm_k5_ov0.26,intervalo,mahalanobis,0.15,1.3554108758667205,0.0,0.7238139944356515,0.0,0.6141164348274085,0.0,0.0007265933333655466,8.208985903338374e-05
mvnorm_k5_ov0.26,intervalo,mahalanobis,0.25,1.3554108758667205,0.0,0.7238139944356515,0.0,0.6141164348274085,0.0,0.0006177533333659933,3.976450084342675e-05
mvnorm_k5_ov0.26,intervalo,minkowski,0.01,3.973796058859661,0.0,0.6995603698776847,0.0,0.7255570870223135,0.0,0.0012144866666251599,0.0007148685732895566
mvnorm_k5_ov0.26,intervalo,minkowski,0.05,3.968186922336024,0.0,0.7241107938473985,0.0,0.7674192473588656,0.0,0.0009216733999891733,5.811377100389384e-05
mvnorm_k5_ov0.26,intervalo,minkowski,0.1,3.968186922336024,0.0,0.7241107938473985,0.0,0.7674192473588656,0.0,0.0008654066666773667,0.00019758734947180045
mvnorm_k5_ov0.26,intervalo,minkowski,0.15,3.968186922336024,0.0,0.7241107938473985,0.0,0.7674192473588656,0.0,0.0007156733332824534,5.415611655139052e-05
mvnorm_k5_ov0.26,intervalo,minkowski,0.25,7.584013699723783,0.0,0.4358993125891703,0.0,0.271934732799471,0.0,0.0005911133333331933,5.422106684609076e-05
mvnorm_k5_ov0.58,intervalo,euclidiana,0.01,3.2465004975795426,0.0,0.5094549748133369,0.0,0.6634911204130499,0.0,0.0011485666667491465,3.0208671097765774e-05
mvnorm_k5_ov0.58,intervalo,euclidiana,0.05,3.2465004975795426,0.0,0.4928828802906915,0.0,0.6332095117490196,0.0,0.0011079800000212401,0.00038880706223370877
mvnorm_k5_ov0.58,intervalo,euclidiana,0.1,3.2465004975795426,0.0,0.4928828802906915,0.0,0.6332095117490196,0.0,0.0008336266666749667,2.617516452584118e-05
mvnorm_k5_ov0.58,intervalo,euclidiana,0.15,3.2465004975795426,0.0,0.4928828802906915,0.0,0.6332095117490196,0.0,0.0007486000000425867,2.3318845771317005e-05
mvnorm_k5_ov0.58,intervalo,euclidiana,0.25,5.320503481729473,0.0,0.6823985516435449,0.0,0.6039634094682008,0.0,0.0006308266666261333,5.767795401610989e-05
mvnorm_k5_ov0.58,intervalo,mahalanobis,0.01,1.1857081645911394,0.0,0.3845218411175334,0.0,0.4781154805675852,0.0,0.0010796133333617732,8.17252528720136e-05
mvnorm_k5_ov0.58,intervalo,mahalanobis,0.05,1.1857081645911394,0.0,0.3830326795033202,0.0,0.4724238337595167,0.0,0.0008825533333643933,4.696846766515058e-05
mvnorm_k5_ov0.58,intervalo,mahalanobis,0.1,1.5141858349992554,0.0,0.608195667053013,0.0,0.4717318850706296,0.0,0.0008058600667026867,8.965723930534903e-05
mvnorm_k5_ov0.58,intervalo,mahalanobis,0.15,1.6160401505963702,0.0,0.6674742549048067,0.0,0.5627632695913963,0.0,0.0007193399999474467,3.471761179976187e-05
mvnorm_k5_ov0.58,intervalo,mahalanobis,0.25,1.6160401505963702,0.0,0.6674742549048067,0.0,0.5627632695913963,0.0,0.0006430733333520933,7.542699854949245e-05
mvnorm_k5_ov0.58,intervalo,minkowski,0.01,4.406067958065687,0.0,0.4539120862595581,0.0,0.5910561389902913,0.0,0.0014072133332774267,0.0008893545892995249
mvnorm_k5_ov0.58,intervalo,minkowski,0.05,4.406067958065687,0.0,0.4388065498328119,0.0,0.5822577940638364,0.0,0.0011245466666877735,0.000582441637593735
mvnorm_k5_ov0.58,intervalo,minkowski,0.1,4.406067958065687,0.0,0.4388065498328119,0.0,0.5822577940638364,0.0,0.0008599800666767133,5.0974514155372625e-05
mvnorm_k5_ov0.58,intervalo,minkowski,0.15,4.406067958065687,0.0,0.4388065498328119,0.0,0.5822577940638364,0.0,0.0010255733332996467,0.0007656761274498905
mvnorm_k5_ov0.58,intervalo,minkowski,0.25,5.614589703792286,0.0,0.6823985516435449,0.0,0.6039634094682008,0.0,0.0008533333333313,0.0007742222177459015
mvnorm_k6_ov0.34,intervalo,euclidiana,0.01,3.604393102225977,0.0,0.582826602915901,0.0,0.64199692722874,0.0,0.0014495866666038133,8.12913179816316e-05
mvnorm_k6_ov0.34,intervalo,euclidiana,0.05,3.604393102225977,0.0,0.582826602915901,0.0,0.64199692722874,0.0,0.0012456933333547533,0.00015812932083491082
mvnorm_k6_ov0.34,intervalo,euclidiana,0.1,3.604393102225977,0.0,0.582826602915901,0.0,0.64199692722874,0.0,0.00117935333337294,0.0002376342143095079
mvnorm_k6_ov0.34,intervalo,euclidiana,0.15,3.604393102225977,0.0,0.582826602915901,0.0,0.64199692722874,0.0,0.0009893466666653333,7.23971769962357e-05
mvnorm_k6_ov0.34,intervalo,euclidiana,0.25,4.274350162101087,0.0,0.7195928980385224,0.0,0.5700621712099474,0.0,0.0007964000000356,4.980044470028967e-05
mvnorm_k6_ov0.34,intervalo,mahalanobis,0.01,1.1226593244788476,0.0,0.428071519530952,0.0,0.6316297168006683,0.0,0.00138352666657126,6.726087241323218e-05
mvnorm_k6_ov0.34,intervalo,mahalanobis,0.05,1.1682206696567283,0.0,0.4559718901546634,0.0,0.6761021745495973,0.0,0.0011633667333929133,0.00018283697224740034
mvnorm_k6_ov0.34,intervalo,mahalanobis,0.1,1.255018853732777,0.0,0.4156581514576486,0.0,0.6057998510738201,0.0,0.00100777333339764,3.3470209879359134e-05
mvnorm_k6_ov0.34,intervalo,mahalanobis,0.15,1.55733852206999,0.0,0.7128949052469703,0.0,0.5643798177245595,0.0,0.0009854200001124134,0.0004176356976545536
mvnorm_k6_ov0.34,intervalo,mahalanobis,0.25,1.55733852206999,0.0,0.7128949052469703,0.0,0.5643798177245595,0.0,0.0007578333332881933,3.816725719048866e-05
mvnorm_k6_ov0.34,intervalo,minkowski,0.01,4.458938425175116,0.0,0.3612453222226834,0.0,0.5542125292119373,0.0,0.0014058200000969068,9.950979997799903e-05
mvnorm_k6_ov0.34,intervalo,minkowski,0.05,4.983753448102392,0.0,0.5470487143614721,0.0,0.5934776472724184,0.0,0.0011490533332713466,8.638904410902992e-05
mvnorm_k6_ov0.34,intervalo,minkowski,0.1,4.983753448102392,0.0,0.5470487143614721,0.0,0.5934776472724184,0.0,0.0010853399999783732,0.0003007223156454371
mvnorm_k6_ov0.34,intervalo,minkowski,0.15,4.983753448102392,0.0,0.5470487143614721,0.0,0.5934776472724184,0.0,0.0008837267332333933,5.189059094098623e-05
mvnorm_k6_ov0.34,intervalo,minkowski,0.25,4.785191445386355,0.0,0.7195928980385224,0.0,0.5700621712099474,0.0,0.0007833599999684733,3.927628870649699e-05
mvnorm_k6_ov0.66,intervalo,euclidiana,0.01,2.9494067563784307,0.0,0.3516938729379395,0.0,0.4164379593789681,0.0,0.0017537133333765133,0.0013241298436300405
mvnorm_k6_ov0.66,intervalo,euclidiana,0.05,3.187385303679038,0.0,0.3571438448758136,0.0,0.4340817123324438,0.0,0.0013062800666678268,0.00046445246991861955
mvnorm_k6_ov0.66,intervalo,euclidiana,0.1,3.187385303679038,0.0,0.3571438448758136,0.0,0.4340817123324438,0.0,0.0010421200000260934,4.2541529189786865e-05
mvnorm_k6_ov0.66,intervalo,euclidiana,0.15,3.187385303679038,0.0,0.3571438448758136,0.0,0.4340817123324438,0.0,0.0010031466667290065,0.0001361446125201696
mvnorm_k6_ov0.66,intervalo,euclidiana,0.25,5.620015354291194,0.0,0.8305069480202033,0.0,0.2747493373285697,0.0,0.0007879666667273466,0.00013026836397413177
mvnorm_k6_ov0.66,intervalo,mahalanobis,0.01,1.4454070499074756,0.0,0.24121705392810508,0.0,0.3052599584039583,0.0,0.0014619666666475734,0.00014205455018964435
mvnorm_k6_ov0.66,intervalo,mahalanobis,0.05,1.4885169935865648,0.0,0.3582208411656774,0.0,0.3067920793784513,0.0,0.0015604666667058667,0.0011516877891573712
mvnorm_k6_ov0.66,intervalo,mahalanobis,0.1,1.4885169935865648,0.0,0.3582208411656774,0.0,0.3067920793784513,0.0,0.0013428533333049999,0.001233854186228923
mvnorm_k6_ov0.66,intervalo,mahalanobis,0.15,1.4885169935865648,0.0,0.3582208411656774,0.0,0.3067920793784513,0.0,0.0012859866666379066,0.0010604478608146044
mvnorm_k6_ov0.66,intervalo,mahalanobis,0.25,2.9311053949528048,0.0,0.0956550591876321,0.0,0.1558390378841113,0.0,0.0008312933333702733,0.00041234020718948565
mvnorm_k6_ov0.66,intervalo,minkowski,0.01,3.767364744323655,0.0,0.2981841047379995,0.0,0.316618330545424,0.0,0.00145828000004252,0.00019244389240461287
mvnorm_k6_ov0.66,intervalo,minkowski,0.05,4.632754860139126,0.0,0.3614731353757718,0.0,0.4248959850791068,0.0,0.0011618933332707532,0.00013883759510126807
mvnorm_k6_ov0.66,intervalo,minkowski,0.1,4.632754860139126,0.0,0.3614731353757718,0.0,0.4248959850791068,0.0,0.0010955533334102133,0.00033957480528708944
mvnorm_k6_ov0.66,intervalo,minkowski,0.15,4.632754860139126,0.0,0.3614731353757718,0.0,0.4248959850791068,0.0,0.0009098733333605933,0.00012972009135899112
mvnorm_k6_ov0.66,intervalo,minkowski,0.25,7.947851700868122,0.0,0.8305069480202033,0.0,0.2747493373285697,0.0,0.00074020000001832,3.7144524655035226e-05
uniform_0,intervalo,euclidiana,0.01,6.466755580808595,0.0,0.3322412935107087,0.0,-1.0,0.0,0.0010704466666235132,3.624730272863572e-05
uniform_0,intervalo,euclidiana,0.05,6.466755580808595,0.0,0.3322412935107087,0.0,-1.0,0.0,0.0009368333332834267,8.31954898465117e-05
uniform_0,intervalo,euclidiana,0.1,6.466755580808595,0.0,0.3322412935107087,0.0,-1.0,0.0,0.00109270000002648,0.0007702301835432145
uniform_0,intervalo,euclidiana,0.15,6.466755580808595,0.0,0.3322412935107087,0.0,-1.0,0.0,0.0007519933333544733,2.3625968437034953e-05
uniform_0,intervalo,euclidiana,0.25,6.466755580808595,0.0,0.3322412935107087,0.0,-1.0,0.0,0.0007051200000204934,5.028646784153261e-05
uniform_0,intervalo,mahalanobis,0.01,2.197351892755941,0.0,0.3329640772007468,0.0,-1.0,0.0,0.0010775866666941666,5.485160322540999e-05
uniform_0,intervalo,mahalanobis,0.05,2.197351892755941,0.0,0.3329640772007468,0.0,-1.0,0.0,0.0009367066666527199,5.864650103807486e-05
uniform_0,intervalo,mahalanobis,0.1,2.197351892755941,0.0,0.3329640772007468,0.0,-1.0,0.0,0.00083183333338936,2.067678700788463e-05
uniform_0,intervalo,mahalanobis,0.15,2.197351892755941,0.0,0.3329640772007468,0.0,-1.0,0.0,0.00078039999998504,0.00010511631659490845
uniform_0,intervalo,mahalanobis,0.25,2.197351892755941,0.0,0.3329640772007468,0.0,-1.0,0.0,0.0006968800000018799,4.3838358931242166e-05
uniform_0,intervalo,minkowski,0.01,8.422653853315445,0.0,0.3243468897285747,0.0,-1.0,0.0,0.00110052006663556,0.00011202627093197533
uniform_0,intervalo,minkowski,0.05,8.422653853315445,0.0,0.3243468897285747,0.0,-1.0,0.0,0.00095110666667698,7.288468845729161e-05
uniform_0,intervalo,minkowski,0.1,8.422653853315445,0.0,0.3243468897285747,0.0,-1.0,0.0,0.0009311933333567867,0.0003379996523199694
uniform_0,intervalo,minkowski,0.15,8.422653853315445,0.0,0.3243468897285747,0.0,-1.0,0.0,0.0007876600000599333,5.3899520257785624e-05
uniform_0,intervalo,minkowski,0.25,8.422653853315445,0.0,0.3243468897285747,0.0,-1.0,0.0,0.0007023067333041334,5.844519084672039e-05
uniform_1,intervalo,euclidiana,0.01,7.074480857529021,0.0,0.2943608683215663,0.0,-1.0,0.0,0.0011030399999677665,0.00013376018947923045
uniform_1,intervalo,euclidiana,0.05,7.074480857529021,0.0,0.2903324463254225,0.0,-1.0,0.0,0.00091485333335484,3.6051963761503726e-05
uniform_1,intervalo,euclidiana,0.1,7.074480857529021,0.0,0.2903324463254225,0.0,-1.0,0.0,0.0008718599999761866,0.00010451180241193994
uniform_1,intervalo,euclidiana,0.15,7.074480857529021,0.0,0.2903324463254225,0.0,-1.0,0.0,0.0007663533333167133,4.9490805333209044e-05
uniform_1,intervalo,euclidiana,0.25,7.074480857529021,0.0,0.2903324463254225,0.0,-1.0,0.0,0.0006815133333474934,1.964495095652234e-05
uniform_1,intervalo,mahalanobis,0.01,2.183722474979423,0.0,0.2920039923211337,0.0,-1.0,0.0,0.0010740933333787533,6.099364682476938e-05
uniform_1,intervalo,mahalanobis,0.05,2.183722474979423,0.0,0.2887403684042375,0.0,-1.0,0.0,0.00095989333334116,0.00011553757864515186
uniform_1,intervalo,mahalanobis,0.1,2.183722474979423,0.0,0.2887403684042375,0.0,-1.0,0.0,0.00090663333330662,0.00022631290496096868
uniform_1,intervalo,mahalanobis,0.15,2.183722474979423,0.0,0.2887403684042375,0.0,-1.0,0.0,0.0007727399999566267,4.0592342683368336e-05
uniform_1,intervalo,mahalanobis,0.25,2.183722474979423,0.0,0.2887403684042375,0.0,-1.0,0.0,0.00068059333334526,5.0485421860658394e-05
uniform_1,intervalo,minkowski,0.01,9.67607602205503,0.0,0.2414077122558833,0.0,-1.0,0.0,0.0011947399999977335,0.00041861978452884414
uniform_1,intervalo,minkowski,0.05,9.63935368582334,0.0,0.2793843958649205,0.0,-1.0,0.0,0.0009330933333027266,8.113448677726653e-05
uniform_1,intervalo,minkowski,0.1,9.63935368582334,0.0,0.2793843958649205,0.0,-1.0,0.0,0.0008549133332659134,4.6983566539896573e-05
uniform_1,intervalo,minkowski,0.15,9.63935368582334,0.0,0.2793843958649205,0.0,-1.0,0.0,0.00078892006661888,6.0583213509580146e-05
uniform_1,intervalo,minkowski,0.25,9.63935368582334,0.0,0.2793843958649205,0.0,-1.0,0.0,0.0007729733334296067,0.0003182674357397146
uniform_2,intervalo,euclidiana,0.01,7.2331872204102305,0.0,0.3726497298310558,0.0,-1.0,0.0,0.0014034133334158534,0.0011026681412775767
uniform_2,intervalo,euclidiana,0.05,7.2331872204102305,0.0,0.3726497298310558,0.0,-1.0,0.0,0.0009373200001087866,4.519840700321705e-05
uniform_2,intervalo,euclidiana,0.1,7.2331872204102305,0.0,0.3726497298310558,0.0,-1.0,0.0,0.00089291999993288,8.751641640935197e-05
uniform_2,intervalo,euclidiana,0.15,7.2331872204102305,0.0,0.3726497298310558,0.0,-1.0,0.0,0.0007914600666177733,4.51902926123555e-05
uniform_2,intervalo,euclidiana,0.25,7.2331872204102305,0.0,0.3726497298310558,0.0,-1.0,0.0,0.0006874666666892866,2.7646587684452507e-05
uniform_2,intervalo,mahalanobis,0.01,2.083789924297584,0.0,0.3755050006765274,0.0,-1.0,0.0,0.0011138533333299,5.755979324744963e-05
uniform_2,intervalo,mahalanobis,0.05,2.083789924297584,0.0,0.3755050006765274,0.0,-1.0,0.0,0.0009374933332461534,4.483667920536268e-05
uniform_2,intervalo,mahalanobis,0.1,2.083789924297584,0.0,0.3755050006765274,0.0,-1.0,0.0,0.00085714666668834,4.3227816209354686e-05
uniform_2,intervalo,mahalanobis,0.15,2.083789924297584,0.0,0.3755050006765274,0.0,-1.0,0.0,0.0010057399999822733,0.0008960668754884542
uniform_2,intervalo,mahalanobis,0.25,2.083789924297584,0.0,0.3755050006765274,0.0,-1.0,0.0,0.0006789000000025533,2.0491182716269995e-05
uniform_2,intervalo,minkowski,0.01,9.99944135576852,0.0,0.3622325160855749,0.0,-1.0,0.0,0.0010885866666891333,4.620121930898447e-05
uniform_2,intervalo,minkowski,0.05,9.99944135576852,0.0,0.3622325160855749,0.0,-1.0,0.0,0.00091818666663428,3.813346599199098e-05
uniform_2,intervalo,minkowski,0.1,9.99944135576852,0.0,0.3622325160855749,0.0,-1.0,0.0,0.00089767333338382,0.0001488298043867101
uniform_2,intervalo,minkowski,0.15,9.99944135576852,0.0,0.3622325160855749,0.0,-1.0,0.0,0.0007655866667239733,4.347189355740984e-05
uniform_2,intervalo,minkowski,0.25,9.99944135576852,0.0,0.3622325160855749,0.0,-1.0,0.0,0.0007427466666740067,0.00027242166594357997
uniform_3,intervalo,euclidiana,0.01,7.58068315377588,0.0,0.3506291075184461,0.0,-1.0,0.0,0.0010621133333491132,3.946871932673846e-05
uniform_3,intervalo,euclidiana,0.05,7.58068315377588,0.0,0.3506291075184461,0.0,-1.0,0.0,0.0009838133333990068,0.00014641903594764746
uniform_3,intervalo,euclidiana,0.1,7.58068315377588,0.0,0.3506291075184461,0.0,-1.0,0.0,0.0008579533333431267,4.513264368493927e-05
uniform_3,intervalo,euclidiana,0.15,7.58068315377588,0.0,0.3506291075184461,0.0,-1.0,0.0,0.0010451000000405535,0.0005880980213913218
uniform_3,intervalo,euclidiana,0.25,7.58068315377588,0.0,0.3506291075184461,0.0,-1.0,0.0,0.0007380333333457667,0.00017335876367497848
uniform_3,intervalo,mahalanobis,0.01,1.9839575664377451,0.0,0.3508197632788537,0.0,-1.0,0.0,0.0010927933333732133,9.9782688686553e-05
uniform_3,intervalo,mahalanobis,0.05,1.9839575664377451,0.0,0.3508197632788537,0.0,-1.0,0.0,0.0009577533332654666,0.00011766326568107434
uniform_3,intervalo,mahalanobis,0.1,1.9839575664377451,0.0,0.3508197632788537,0.0,-1.0,0.0,0.0008650999999796134,9.917687668864342e-05
uniform_3,intervalo,mahalanobis,0.15,1.9839575664377451,0.0,0.3508197632788537,0.0,-1.0,0.0,0.0007722199999988733,3.9835361152808526e-05
uniform_3,intervalo,mahalanobis,0.25,1.9839575664377451,0.0,0.3508197632788537,0.0,-1.0,0.0,0.0007339599998885734,0.00012357378820629925
uniform_3,intervalo,minkowski,0.01,8.881193488701943,0.0,0.3466972850566027,0.0,-1.0,0.0,0.0010752266666713335,6.990372421677466e-05
uniform_3,intervalo,minkowski,0.05,8.881193488701943,0.0,0.3466972850566027,0.0,-1.0,0.0,0.00121007999996432,0.0010323525762134078
uniform_3,intervalo,minkowski,0.1,8.881193488701943,0.0,0.3466972850566027,0.0,-1.0,0.0,0.0008557266667290667,5.335486946132881e-05
uniform_3,intervalo,minkowski,0.15,8.763005652612208,0.0,0.3388407681818103,0.0,-1.0,0.0,0.0007842866666275,4.7897119854812265e-05
uniform_3,intervalo,minkowski,0.25,8.763005652612208,0.0,0.3388407681818103,0.0,-1.0,0.0,0.0007558333333690266,0.00023517962634080232
uniform_4,intervalo,euclidiana,0.01,8.357175384366975,0.0,0.3364541161476191,0.0,-1.0,0.0,0.00154037333328834,0.0013313264273417651
uniform_4,intervalo,euclidiana,0.05,8.357175384366975,0.0,0.3364541161476191,0.0,-1.0,0.0,0.00091668666664184,3.4899485696510774e-05
uniform_4,intervalo,euclidiana,0.1,8.357175384366975,0.0,0.3364541161476191,0.0,-1.0,0.0,0.0008715599999959134,7.934941533518006e-05
uniform_4,intervalo,euclidiana,0.15,8.357175384366975,0.0,0.3364541161476191,0.0,-1.0,0.0,0.0007780733333674467,3.0072661241379468e-05
uniform_4,intervalo,euclidiana,0.25,8.357175384366975,0.0,0.3364541161476191,0.0,-1.0,0.0,0.0007003733332869801,2.652506807414911e-05
uniform_4,intervalo,mahalanobis,0.01,2.0616929449309542,0.0,0.3356546647938978,0.0,-1.0,0.0,0.0011648733332549,0.00032214475102825457
uniform_4,intervalo,mahalanobis,0.05,2.0616929449309542,0.0,0.3356546647938978,0.0,-1.0,0.0,0.00090763333337232,3.808339834315318e-05
uniform_4,intervalo,mahalanobis,0.1,2.0616929449309542,0.0,0.3356546647938978,0.0,-1.0,0.0,0.0009323133332751466,0.00019252609052789667
uniform_4,intervalo,mahalanobis,0.15,2.0616929449309542,0.0,0.3356546647938978,0.0,-1.0,0.0,0.00076729333328932,6.611776792389966e-05
uniform_4,intervalo,mahalanobis,0.25,2.0616929449309542,0.0,0.3356546647938978,0.0,-1.0,0.0,0.0007133466666648668,7.569432766426325e-05
uniform_4,intervalo,minkowski,0.01,11.028712672679864,0.0,0.3319905175943067,0.0,-1.0,0.0,0.0010924400000172868,0.00015824314381943279
uniform_4,intervalo,minkowski,0.05,11.028712672679864,0.0,0.3319905175943067,0.0,-1.0,0.0,0.0009737400000327467,0.00015607974051897808
uniform_4,intervalo,minkowski,0.1,11.028712672679864,0.0,0.344957770829798,0.0,-1.0,0.0,0.0009288066667067533,0.00022089424573782168
uniform_4,intervalo,minkowski,0.15,11.028712672679864,0.0,0.344957770829798,0.0,-1.0,0.0,0.0010108266666975,0.0007458711134206368
uniform_4,intervalo,minkowski,0.25,11.028712672679864,0.0,0.344957770829798,0.0,-1.0,0.0,0.0006872200000240132,3.391026391076705e-05
varied_0,intervalo,euclidiana,0.01,2.0090544995571977,0.0,0.9019511753674117,0.0,1.0,0.0,0.0012892066666911667,0.0010069085122593607
varied_0,intervalo,euclidiana,0.05,2.0090544995571977,0.0,0.9019511753674117,0.0,1.0,0.0,0.00091812666657152,8.006868009281371e-05
varied_0,intervalo,euclidiana,0.1,2.0090544995571977,0.0,0.9019511753674117,0.0,1.0,0.0,0.0008266666666106867,2.695770928109274e-05
varied_0,intervalo,euclidiana,0.15,2.0090544995571977,0.0,0.9019511753674117,0.0,1.0,0.0,0.0007746533333677333,6.924917600488966e-05
varied_0,intervalo,euclidiana,0.25,8.66993300374765,0.0,0.7650609958556822,0.0,0.5712754555198285,0.0,0.0006508733333551067,4.351772159781758e-05
varied_0,intervalo,mahalanobis,0.01,2.815310655619269,0.0,0.3521775093580141,0.0,0.5652128564019588,0.0,0.0010405066667165334,0.00015934043719876233
varied_0,intervalo,mahalanobis,0.05,2.851541819093906,0.0,0.0892857342272201,0.0,0.0116615420929628,0.0,0.00100128666660258,0.0005383530092487647
varied_0,intervalo,mahalanobis,0.1,2.851541819093906,0.0,0.0892857342272201,0.0,0.0116615420929628,0.0,0.0007771399999909934,5.509888250242667e-05
varied_0,intervalo,mahalanobis,0.15,2.851541819093906,0.0,0.0892857342272201,0.0,0.0116615420929628,0.0,0.0009708866666187,0.0010562098958845024
varied_0,intervalo,mahalanobis,0.25,2.851541819093906,0.0,0.0892857342272201,0.0,0.0116615420929628,0.0,0.0006279599999894466,2.9568511251416634e-05
varied_0,intervalo,minkowski,0.01,2.786143707750556,0.0,0.9019511753674117,0.0,1.0,0.0,0.0010290533332711533,3.998244020038875e-05
